split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.14,5,Blue,sup,Zeyzal,Evil Geniuses,Alistar,Ornn,Ezreal,Karma,Thresh,Morgana,1829,1,2,0,9,12,3,0,0,0,0,1,0,1,0,0.3937,0.4921,4170,136.7961,0.0772952,341.3013,452.8704,50,1.6402,9,0.2952,18,81,2.6572,7390,3383,110.9787,0.0928742,6350,28,28,0,0,0,0.9185,2127,2776,13,2024,2663,12,103,113,1,3518,4183,17,3205,3656,22,313,527,-5
Summer,1,1,10.16,6,Red,top,Huni,Evil Geniuses,Shen,Olaf,Sett,,Galio,Zoe,2736,0,6,4,9,20,26,1,0,0,0,0,0,0,0,0.4386,1.0088,25896,567.8947,0.195901,962.0395,2288.75,8,0.1754,7,0.1535,2,28,0.614,19170,13313,291.9518,0.251179,20200,348,325,23,17,5,7.6316,3132,4549,76,3140,4737,81,-8,-188,-5,4854,7025,114,5022,7406,125,-168,-381,-11
Summer,1,1,10.16,7,Red,jng,Svenskeren,Evil Geniuses,Graves,Olaf,Sett,,Galio,Zoe,2736,0,1,8,13,20,26,0,0,0,0,1,0,1,0,0.4386,1.0088,22259,488.136,0.168388,732.5658,531.1184,13,0.2851,39,0.8553,13,113,2.4781,16250,10393,227.9167,0.196087,15850,312,91,221,125,29,6.8421,3057,3137,64,3422,3513,63,-365,-376,1,5117,6007,111,4843,5176,92,274,831,19
Summer,1,1,10.16,8,Red,mid,Goldenglue,Evil Geniuses,Orianna,Olaf,Sett,,Galio,Zoe,2736,0,6,4,11,20,26,0,0,0,0,1,1,0,0,0.4386,1.0088,37032,812.1053,0.280144,553.9693,649.1228,24,0.5263,4,0.0877,8,71,1.557,18977,13120,287.7193,0.247538,18000,374,315,59,45,8,8.2018,3440,4542,79,3834,4268,78,-394,274,1,5540,7458,144,6077,6838,127,-537,620,17
Summer,1,1,10.16,9,Red,bot,Bang,Evil Geniuses,Kalista,Olaf,Sett,,Galio,Zoe,2736,0,1,7,12,20,26,0,0,0,0,1,0,1,0,0.4386,1.0088,26693,585.3728,0.201931,683.0044,487.3246,27,0.5921,8,0.1754,9,76,1.6667,14746,8889,194.9342,0.167711,14725,258,217,41,22,3,5.6579,2942,2976,61,3458,3334,91,-516,-358,-30,4642,4966,103,5529,5725,145,-887,-759,-42
Summer,1,1,10.16,10,Red,sup,Zeyzal,Evil Geniuses,Bard,Olaf,Sett,,Galio,Zoe,2736,0,6,3,13,20,26,0,0,0,0,1,0,1,0,0.4386,1.0088,20309,445.3728,0.153636,695.5921,698.2456,123,2.6974,30,0.6579,31,195,4.2763,13144,7287,159.8026,0.137485,13625,67,67,0,0,0,1.4693,2285,2197,10,2076,2274,12,209,-77,-2,3902,3968,22,3178,4176,27,724,-208,-5
Summer,1,2,10.16,1,Blue,top,Huni,Evil Geniuses,Ornn,Olaf,Senna,Ashe,Morgana,Camille,1851,0,3,1,5,9,18,1,1,0,0,0,0,0,0,0.2917,0.8752,16816,545.0891,0.33488,781.5235,1405.5754,8,0.2593,3,0.0972,2,14,0.4538,11764,7712,249.9838,0.250411,11550,251,251,0,0,0,8.1361,3300,4884,89,3585,4909,86,-285,-25,3,5581,8054,141,6042,8073,125,-461,-19,16
Summer,1,2,10.16,2,Blue,jng,Svenskeren,Evil Geniuses,Lee Sin,Olaf,Senna,Ashe,Morgana,Camille,1851,0,3,5,5,9,18,0,0,0,0,0,0,0,1,0.2917,0.8752,6036,195.6564,0.120203,887.3258,857.0502,17,0.5511,5,0.1621,8,28,0.9076,9497,5445,176.4992,0.176804,9125,162,18,144,110,1,5.2512,2869,2852,55,3457,3403,66,-588,-551,-11,4490,4289,77,5721,5905,106,-1231,-1616,-29
Summer,1,2,10.16,3,Blue,mid,Goldenglue,Evil Geniuses,Cassiopeia,Olaf,Senna,Ashe,Morgana,Camille,1851,0,1,6,4,9,18,0,0,0,0,0,0,0,0,0.2917,0.8752,10816,350.5997,0.215394,538.9303,320.5511,12,0.389,5,0.1621,9,31,1.0049,11308,7256,235.2026,0.235605,10075,294,254,40,26,8,9.53,3330,4705,95,4023,5016,89,-693,-311,6,5103,7536,150,7314,8009,139,-2211,-473,11
Summer,1,2,10.16,4,Blue,bot,Bang,Evil Geniuses,Caitlyn,Olaf,Senna,Ashe,Morgana,Camille,1851,0,2,2,3,9,18,0,0,0,0,0,0,0,0,0.2917,0.8752,12534,406.2885,0.249607,372.5122,221.4911,18,0.5835,6,0.1945,7,33,1.0697,12101,8049,260.9076,0.261353,11625,286,276,10,9,0,9.2707,3344,3149,86,3717,3450,91,-373,-301,-5,5096,5113,137,6170,5714,154,-1074,-601,-17
