split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.13,1,Blue,top,Impact,Team Liquid,Ornn,Trundle,Olaf,Ezreal,Braum,Kog'Maw,2589,1,1,0,9,13,9,0,0,0,0,0,0,0,0,0.3013,0.5098,17742,411.1703,0.253164,823.4299,2009.409,20,0.4635,14,0.3244,5,54,1.2514,16581,11024,255.4809,0.235732,15205,360,353,7,1,0,8.343,3578,4884,88,3053,4702,80,525,182,8,6011,7657,138,5957,126,54,345,12
Summer,0,1,10.13,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Trundle,Olaf,Ezreal,Braum,Kog'Maw,2589,1,4,3,5,13,9,1,0,0,0,0,0,0,1,0.3013,0.5098,7363,170.6373,0.105064,748.5747,902.4334,23,0.533,9,0.2086,13,49,1.1356,12787,7230,167.555,0.154602,12850,199,14,185,126,7,4.6118,3088,3240,64,2752,2772,55,336,468,9,4822,5256,93,4827,77,-5,1192,16
Summer,0,1,10.13,3,Blue,mid,Jensen,Team Liquid,Azir,Trundle,Olaf,Ezreal,Braum,Kog'Maw,2589,1,3,3,5,13,9,0,0,0,0,0,0,0,0,0.3013,0.5098,16121,373.6037,0.230034,363.8702,212.6767,18,0.4171,17,0.394,7,54,1.2514,15998,10441,241.9699,0.223266,13475,337,301,36,36,0,7.81,3361,5119,96,3326,4826,91,35,293,5,5393,7788,151,5147,139,246,284,12
Summer,0,1,10.13,4,Blue,bot,Tactical,Team Liquid,Aphelios,Trundle,Olaf,Ezreal,Braum,Kog'Maw,2589,1,4,1,7,13,9,0,0,0,0,0,0,0,0,0.3013,0.5098,24186,560.5098,0.345115,290.9154,485.3071,19,0.4403,29,0.6721,8,63,1.46,19750,14193,328.9224,0.303498,17600,460,419,41,34,0,10.6605,3272,3688,87,3415,3280,91,-143,408,-4,5701,6012,134,5394,144,307,373,-10
Summer,0,1,10.13,5,Blue,sup,CoreJJ,Team Liquid,Thresh,Trundle,Olaf,Ezreal,Braum,Kog'Maw,2589,1,1,2,9,13,9,0,0,0,0,0,0,0,0,0.3013,0.5098,4669,108.2039,0.0666229,358.3778,277.4739,73,1.6918,28,0.6489,21,128,2.9664,9434,3877,89.8494,0.0829019,7625,48,48,0,0,0,1.1124,2029,2355,13,2199,2619,14,-170,-264,-1,3280,3786,20,3220,22,60,-60,-2
Spring,0,1,10.04,1,Blue,top,Impact,Team Liquid,Sett,Xayah,Senna,Aphelios,Olaf,Cassiopeia,1741,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.3102,0.3102,8593,296.1401,0.210011,439.0925,561.367,12,0.4136,3,0.1034,3,23,0.7926,10360,6533,225.1465,0.1818,9458,240,236,4,0,0,8.2711,3089,4740,76,3056,4884,74,33,-144,2,4783,7212,119,4671,125,112,-537,-6
Spring,0,1,10.04,2,Blue,jng,Broxah,Team Liquid,Sejuani,Xayah,Senna,Aphelios,Olaf,Cassiopeia,1741,1,1,0,5,9,0,0,0,0,0,0,0,0,0,0.3102,0.3102,4777,164.6295,0.116749,629.3969,599.3452,9,0.3102,10,0.3446,9,44,1.5164,9565,5738,197.7484,0.159676,8375,150,21,129,61,13,5.1694,3186,3156,58,2845,2806,54,341,350,4,4709,4995,84,4235,85,474,517,-1
Spring,0,1,10.04,3,Blue,mid,Jensen,Team Liquid,Syndra,Xayah,Senna,Aphelios,Olaf,Cassiopeia,1741,1,3,0,2,9,0,0,0,0,0,0,0,0,0,0.3102,0.3102,9605,331.0167,0.234744,254.1987,128.7881,13,0.448,5,0.1723,7,25,0.8616,12445,8618,297.0017,0.239823,9825,302,276,26,16,10,10.4078,3492,4943,99,3215,4794,84,277,149,15,5539,7612,155,4962,134,577,321,21
Spring,0,1,10.04,4,Blue,bot,Tactical,Team Liquid,Kalista,Xayah,Senna,Aphelios,Olaf,Cassiopeia,1741,1,5,0,1,9,0,0,0,0,0,1,1,0,0,0.3102,0.3102,14749,508.2941,0.360461,307.8576,380.2642,15,0.5169,2,0.0689,8,23,0.7926,15032,11205,386.1574,0.311817,12375,295,262,33,16,10,10.1666,3983,3178,88,2881,2658,70,1102,520,18,6450,5219,145,4352,109,2098,842,36
Spring,0,1,10.04,5,Blue,sup,CoreJJ,Team Liquid,Taric,Xayah,Senna,Aphelios,Olaf,Cassiopeia,1741,1,0,0,8,9,0,0,0,0,0,1,0,1,0,0.3102,0.3102,3193,110.0402,0.078036,440.1608,347.2487,30,1.0339,10,0.3446,7,73,2.5158,7668,3841,132.3722,0.106884,6825,34,34,0,0,0,1.1717,2318,2926,14,1927,2274,1,391,652,13,3794,4154,23,2647,1,1147,293,22
Summer,0,1,10.15,6,Red,top,Impact,Team Liquid,Ornn,Karma,Twisted Fate,Corki,Malphite,Galio,2691,1,1,2,11,21,6,0,0,0,0,0,0,0,0,0.4682,0.602,16319,363.8573,0.144914,826.3768,1408.8071,20,0.4459,9,0.2007,5,44,0.981,15132,9367,208.8517,0.169486,13975,284,281,3,3,0,6.3322,3216,4568,86,3072,4455,75,144,113,11,4877,7271,135,4878,124,-1,138,11
Summer,0,1,10.15,7,Red,jng,Broxah,Team Liquid,Volibear,Karma,Twisted Fate,Corki,Malphite,Galio,2691,1,3,1,9,21,6,1,0,0,0,0,0,0,0,0.4682,0.602,11835,263.8796,0.105095,709.5652,1060.5574,15,0.3344,15,0.3344,14,66,1.4716,14472,8707,194.136,0.157543,12550,217,28,189,98,19,4.8384,3013,3465,65,3417,3575,64,-404,-110,1,4788,6187,107,5263,92,-475,976,15
Summer,0,1,10.15,8,Red,mid,Jensen,Team Liquid,Akali,Karma,Twisted Fate,Corki,Malphite,Galio,2691,1,9,0,8,21,6,3,1,0,0,0,0,0,0,0.4682,0.602,31558,703.6343,0.280237,599.019,343.9911,21,0.4682,9,0.2007,13,56,1.2486,21464,15699,350.0334,0.284059,19875,391,361,30,20,5,8.7179,3397,4719,93,3152,4204,80,245,515,13,5631,7739,149,5299,141,332,226,8
Summer,0,1,10.15,9,Red,bot,Tactical,Team Liquid,Ashe,Karma,Twisted Fate,Corki,Malphite,Galio,2691,1,5,3,12,21,6,0,0,0,0,1,0,1,0,0.4682,0.602,44678,996.165,0.396743,483.2107,250.9476,14,0.3122,23,0.5128,2,58,1.2932,21430,15665,349.2754,0.283444,18080,459,394,65,47,13,10.2341,3196,3172,75,3292,3025,84,-96,147,-9,5169,5232,123,6032,127,-863,489,-4
Summer,0,1,10.15,10,Red,sup,CoreJJ,Team Liquid,Thresh,Karma,Twisted Fate,Corki,Malphite,Galio,2691,1,3,0,11,21,6,0,0,0,0,1,1,0,0,0.4682,0.602,8222,183.3222,0.0730118,190.9922,199.4649,71,1.5831,25,0.5574,19,141,3.1438,11594,5829,129.9666,0.105468,10325,54,54,0,0,0,1.204,2469,2531,11,2181,2734,13,288,-203,-2,3584,3753,22,3710,21,-126,146,1
Summer,0,1,10.15,1,Blue,top,Impact,Team Liquid,Shen,Caitlyn,Twisted Fate,Sett,LeBlanc,Galio,2142,1,2,1,5,9,3,0,0,0,0,1,0,1,0,0.2521,0.3361,6430,180.112,0.14764,623.5854,1097.6751,14,0.3922,1,0.028,3,30,0.8403,13105,8460,236.9748,0.200922,11850,273,267,6,5,0,7.6471,2870,4433,65,2985,4401,66,-115,32,-1,4382,6787,102,5650,126,-1268,-848,-24
Summer,0,1,10.15,2,Blue,jng,Broxah,Team Liquid,Graves,Caitlyn,Twisted Fate,Sett,LeBlanc,Galio,2142,1,3,0,6,9,3,0,0,0,0,1,0,1,0,0.2521,0.3361,8485,237.6751,0.194825,431.4286,397.9272,11,0.3081,16,0.4482,11,59,1.6527,13725,9080,254.3417,0.215647,12010,250,30,220,136,22,7.0028,3367,3842,74,2966,3051,61,401,791,13,5501,5942,113,4588,94,913,450,19
Summer,0,1,10.15,3,Blue,mid,Jensen,Team Liquid,Syndra,Caitlyn,Twisted Fate,Sett,LeBlanc,Galio,2142,1,1,1,5,9,3,0,0,0,0,1,0,1,0,0.2521,0.3361,11613,325.2941,0.266647,273.8375,158.7395,15,0.4202,15,0.4202,6,58,1.6246,14070,9425,264.0056,0.223841,13100,347,317,30,20,6,9.7199,3517,5012,96,3286,4688,88,231,324,8,5474,7935,153,5270,151,204,29,2
Summer,0,1,10.15,4,Blue,bot,Tactical,Team Liquid,Ashe,Caitlyn,Twisted Fate,Sett,LeBlanc,Galio,2142,1,2,1,6,9,3,0,0,0,0,1,0,1,0,0.2521,0.3361,15104,423.0812,0.346804,459.6359,239.7759,17,0.4762,19,0.5322,6,67,1.8768,15497,10852,303.9776,0.257732,14000,349,327,22,16,1,9.7759,3178,3174,81,3181,3210,82,-3,-36,-1,5794,5905,145,5427,131,367,650,14
Summer,0,1,10.15,5,Blue,sup,CoreJJ,Team Liquid,Thresh,Caitlyn,Twisted Fate,Sett,LeBlanc,Galio,2142,1,1,0,8,9,3,0,0,0,0,1,1,0,0,0.2521,0.3361,1920,53.7815,0.0440852,283.7815,235.4062,53,1.4846,18,0.5042,13,121,3.3894,8934,4289,120.1401,0.101859,8275,39,39,0,0,0,1.0924,2501,2222,12,2100,2388,15,401,-166,-3,4171,3359,23,3959,26,212,-247,-3
