split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.15,4,Blue,bot,Cody Sun,100 Thieves,Caitlyn,Ornn,Orianna,Ashe,Urgot,Thresh,1884,1,3,0,6,14,2,0,0,0,0,1,0,1,0,0.4459,0.5096,18341,584.1083,0.215799,189.1083,235.0637,17,0.5414,17,0.5414,7,60,1.9108,13496,9377,298.6306,0.233015,11825,296,270,26,5,18,9.4268,3394,3731,93,3289,3620,88,105,111,5,5089,5579,139,4742,5175,129,347,404,10
Summer,0,1,10.15,5,Blue,sup,Poome,100 Thieves,Tahm Kench,Ornn,Orianna,Ashe,Urgot,Thresh,1884,1,2,0,7,14,2,0,0,0,0,0,0,0,0,0.4459,0.5096,4918,156.6242,0.0578649,276.7197,588.9172,38,1.2102,7,0.2229,13,75,2.3885,7707,3588,114.2675,0.0891611,7025,26,26,0,0,0,0.828,2027,2415,13,2035,2411,15,-8,4,-2,3249,3655,17,2949,3534,20,300,121,-3
Summer,0,1,10.13,6,Red,top,Ssumday,100 Thieves,Jayce,Varus,Trundle,Volibear,Ornn,Bard,2011,1,5,1,5,18,10,0,0,0,0,0,0,0,0,0.537,0.8354,23547,702.546,0.287271,488.2944,356.9866,18,0.537,10,0.2984,7,65,1.9393,14987,10609,316.5291,0.259357,14450,303,279,24,16,0,9.0403,3568,4748,74,2994,4024,68,574,724,6,5366,7352,120,4564,7071,117,802,281,3
Summer,0,1,10.13,7,Red,jng,Contractz,100 Thieves,Nidalee,Varus,Trundle,Volibear,Ornn,Bard,2011,1,2,1,10,18,10,0,0,0,0,1,1,0,0,0.537,0.8354,15197,453.4162,0.185402,751.268,404.724,31,0.9249,9,0.2685,10,52,1.5515,11227,6849,204.3461,0.167437,9935,192,27,165,104,18,5.7285,3787,3322,59,3063,3331,63,724,-9,-4,5153,5217,93,4907,5339,90,246,-122,3
Summer,0,1,10.13,8,Red,mid,Ryoma,100 Thieves,Syndra,Varus,Trundle,Volibear,Ornn,Bard,2011,1,4,5,7,18,10,2,0,0,0,1,0,1,0,0.537,0.8354,17105,510.3431,0.208679,418.0905,226.0666,15,0.4475,1,0.0298,8,10,0.2984,13472,9094,271.3277,0.22232,12450,276,252,24,20,0,8.2347,3315,4120,70,3676,4666,78,-361,-546,-8,5134,7054,127,5638,7205,126,-504,-151,1
Summer,0,1,10.13,9,Red,bot,Cody Sun,100 Thieves,Kalista,Varus,Trundle,Volibear,Ornn,Bard,2011,1,7,2,5,18,10,2,1,0,0,0,0,0,0,0.537,0.8354,21281,634.9378,0.259626,296.002,521.084,12,0.358,9,0.2685,3,53,1.5813,15552,11174,333.3864,0.27317,13175,295,260,35,24,4,8.8016,3439,3494,88,3185,3774,84,254,-280,4,5087,5746,136,5310,5785,129,-223,-39,7
Summer,0,1,10.13,10,Red,sup,Poome,100 Thieves,Sett,Varus,Trundle,Volibear,Ornn,Bard,2011,1,0,1,10,18,10,0,0,0,0,0,0,0,0,0.537,0.8354,4838,144.3461,0.059023,483.4908,497.1855,43,1.2829,16,0.4774,17,81,2.4167,7557,3179,94.8483,0.0777161,6675,37,37,0,0,0,1.1039,1971,2333,10,2036,2161,10,-65,172,0,2875,3324,16,3103,3550,20,-228,-226,-4
Summer,0,1,10.13,1,Blue,top,Ssumday,100 Thieves,Renekton,Twisted Fate,Kalista,Ezreal,Orianna,Wukong,1867,0,4,2,0,6,15,0,0,0,0,0,0,0,0,0.1928,0.6749,15552,499.7965,0.3164,820.8784,608.5163,16,0.5142,10,0.3214,7,37,1.1891,12645,8561,275.1259,0.283012,12175,271,267,4,0,4,8.7092,3371,4862,83,3370,4810,93,1,52,-10,5621,7593,136,5502,7717,147,119,-124,-11
Summer,0,1,10.13,2,Blue,jng,Contractz,100 Thieves,Volibear,Twisted Fate,Kalista,Ezreal,Orianna,Wukong,1867,0,1,3,3,6,15,0,0,0,0,0,0,0,1,0.1928,0.6749,7546,242.5067,0.153521,888.1735,1008.2057,12,0.3856,7,0.225,10,37,1.1891,8932,4848,155.8007,0.160263,8650,143,23,120,90,4,4.5956,2812,2845,54,3027,3414,68,-215,-569,-14,4415,4595,76,4963,5700,104,-548,-1105,-28
Summer,0,1,10.13,3,Blue,mid,Ryoma,100 Thieves,Cassiopeia,Twisted Fate,Kalista,Ezreal,Orianna,Wukong,1867,0,1,4,2,6,15,0,0,0,0,0,0,0,0,0.1928,0.6749,10950,351.9014,0.222774,491.248,252.4371,14,0.4499,4,0.1285,7,29,0.932,11131,7047,226.4703,0.23296,11225,287,259,28,24,4,9.2234,3461,4835,100,3207,4597,86,254,238,14,5691,7602,159,5207,8026,146,484,-424,13
