split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.13,4,Blue,bot,Doublelift,Team SoloMid,Aphelios,Malphite,Ezreal,Karma,Orianna,LeBlanc,2322,0,4,1,1,8,13,1,0,0,0,0,0,0,0,0.2067,0.5426,28370,733.0749,0.460657,401.3178,751.9638,19,0.491,18,0.4651,9,51,1.3178,18401,13389,345.969,0.331961,18075,449,405,44,35,4,11.6021,3442,3204,87,3468,2855,76,-26,349,11,4944,5127,125,5741,4755,123,-797,372,2
Summer,0,1,10.13,5,Blue,sup,Biofrost,Team SoloMid,Tahm Kench,Malphite,Ezreal,Karma,Orianna,LeBlanc,2322,0,0,4,2,8,13,0,0,0,0,0,0,0,0,0.2067,0.5426,1946,50.2842,0.0315981,454.5736,466.9767,72,1.8605,12,0.3101,21,96,2.4806,7482,2470,63.8243,0.0612304,6895,35,35,0,0,0,0.9044,2001,2336,11,2810,2661,11,-809,-325,0,2839,3037,15,4158,4128,24,-1319,-1091,-9
Spring,0,1,10.01,6,Red,top,Broken Blade,Team SoloMid,Gangplank,Rumble,Akali,Senna,Vladimir,Aatrox,2368,0,2,0,0,4,9,0,0,0,0,0,0,0,0,0.1014,0.3294,20126,509.9493,0.368615,400.3378,222.0861,25,0.6334,2,0.0507,12,37,0.9375,15025,9919,251.326,0.287286,14733,300,294,6,2,1,7.6014,2931,4181,66,2768,4130,64,163,51,2,5121,7085,115,4335,6816,110,786,269,5
Spring,0,1,10.01,7,Red,jng,Dardoch,Team SoloMid,Elise,Rumble,Akali,Senna,Vladimir,Aatrox,2368,0,2,2,1,4,9,0,0,0,0,1,1,0,0,0.1014,0.3294,9924,251.4527,0.181762,444.223,159.2736,10,0.2534,22,0.5574,12,64,1.6216,10606,5500,139.3581,0.159294,10700,169,24,145,99,5,4.2821,3492,2533,53,2642,2434,49,850,99,4,5063,3887,76,4284,4430,83,779,-543,-7
Spring,0,1,10.01,8,Red,mid,Bjergsen,Team SoloMid,Zilean,Rumble,Akali,Senna,Vladimir,Aatrox,2368,0,0,2,1,4,9,0,0,0,0,0,0,0,0,0.1014,0.3294,11864,300.6081,0.217293,322.8294,179.4172,19,0.4814,4,0.1014,10,29,0.7348,11729,6623,167.8125,0.191821,11575,300,280,20,19,0,7.6014,3389,4884,93,3523,4857,101,-134,27,-8,5476,8256,158,5820,7788,155,-344,468,3
Spring,0,1,10.01,9,Red,bot,Kobbe,Team SoloMid,Miss Fortune,Rumble,Akali,Senna,Vladimir,Aatrox,2368,0,0,2,4,4,9,0,0,0,0,1,0,1,0,0.1014,0.3294,10939,277.1706,0.200352,274.8902,355.9966,10,0.2534,8,0.2027,2,39,0.9882,14898,9792,248.1081,0.283608,14800,349,329,20,16,0,8.8429,3197,2938,73,3127,2759,81,70,179,-8,5197,4822,119,5517,4931,135,-320,-109,-16
Spring,0,1,10.01,10,Red,sup,Biofrost,Team SoloMid,Leona,Rumble,Akali,Senna,Vladimir,Aatrox,2368,0,0,3,3,4,9,0,0,0,0,1,0,1,0,0.1014,0.3294,1746,44.2399,0.0319786,408.1419,515.7517,64,1.6216,21,0.5321,24,129,3.2686,7799,2693,68.2348,0.0779913,7700,43,43,0,0,0,1.0895,2265,2471,14,2062,2460,13,203,11,1,3468,3262,20,3423,3744,21,45,-482,-1
Summer,0,1,10.15,6,Red,top,Broken Blade,Team SoloMid,Malphite,Gangplank,Ezreal,Karma,Ornn,Rumble,2352,1,3,3,8,14,6,0,0,0,0,1,1,0,0,0.3571,0.5102,14628,373.1633,0.244113,557.9337,1149.949,21,0.5357,2,0.051,9,38,0.9694,13530,8456,215.7143,0.199538,13165,265,265,0,0,0,6.7602,3171,3892,71,2831,4282,63,340,-390,8,5279,6807,124,4623,7216,112,656,-409,12
Summer,0,1,10.15,7,Red,jng,Spica,Team SoloMid,Volibear,Gangplank,Ezreal,Karma,Ornn,Rumble,2352,1,2,1,10,14,6,0,0,0,0,1,0,1,0,0.3571,0.5102,8366,213.4184,0.139612,925.3827,1063.5459,23,0.5867,22,0.5612,22,69,1.7602,11977,6903,176.0969,0.162893,10100,187,37,150,102,15,4.7704,3467,3829,67,3208,3248,57,259,581,10,4882,5321,90,5083,5289,95,-201,32,-5
Summer,0,1,10.15,8,Red,mid,Bjergsen,Team SoloMid,Zilean,Gangplank,Ezreal,Karma,Ornn,Rumble,2352,1,2,0,8,14,6,0,0,0,0,0,0,0,0,0.3571,0.5102,15717,400.9439,0.262287,579.6939,390.2041,19,0.4847,7,0.1786,6,32,0.8163,14763,9689,247.1684,0.228632,13450,340,313,27,22,2,8.6735,3121,4837,83,3646,4898,101,-525,-61,-18,4824,7732,127,5303,7393,149,-479,339,-22
Summer,0,1,10.15,9,Red,bot,Doublelift,Team SoloMid,Caitlyn,Gangplank,Ezreal,Karma,Ornn,Rumble,2352,1,7,2,1,14,6,0,0,0,0,0,0,0,0,0.3571,0.5102,17985,458.801,0.300135,394.3622,435.7398,12,0.3061,16,0.4082,2,48,1.2245,19109,14035,358.0357,0.331181,15775,374,333,41,37,0,9.5408,3460,3158,88,4211,3162,85,-751,-4,3,5936,5471,139,5715,4663,122,221,808,17
Summer,0,1,10.15,10,Red,sup,Treatz,Team SoloMid,Morgana,Gangplank,Ezreal,Karma,Ornn,Rumble,2352,1,0,0,12,14,6,0,0,0,0,0,0,0,0,0.3571,0.5102,3227,82.3214,0.0538524,302.7296,202.0153,64,1.6327,7,0.1786,18,86,2.1939,8369,3295,84.0561,0.0777572,7700,29,29,0,0,0,0.7398,2316,2714,14,2408,2559,0,-92,155,14,3392,3699,19,3482,3988,1,-90,-289,18
Spring,0,1,10.03,1,Blue,top,Broken Blade,Team SoloMid,Ornn,Mordekaiser,Yuumi,Aatrox,Jarvan IV,Gragas,1940,1,1,0,6,8,1,0,0,0,0,1,1,0,0,0.2474,0.2784,10485,324.2784,0.240586,643.9794,1220.9691,22,0.6804,4,0.1237,12,35,1.0825,10807,6574,203.3196,0.187823,9650,212,206,6,5,0,6.5567,3271,4948,68,3104,4836,83,167,112,-15,4767,7017,104,5049,7336,132,-282,-319,-28
Spring,0,1,10.03,2,Blue,jng,Dardoch,Team SoloMid,Lee Sin,Mordekaiser,Yuumi,Aatrox,Jarvan IV,Gragas,1940,1,1,0,3,8,1,0,0,0,0,0,0,0,0,0.2474,0.2784,5829,180.2784,0.133751,730.0825,753.9278,27,0.8351,12,0.3711,7,58,1.7938,10034,5801,179.4124,0.165737,7400,161,17,144,87,13,4.9794,2745,2702,52,2701,2758,49,44,-56,3,4503,4444,79,4088,4420,82,415,24,-3
Spring,0,1,10.03,3,Blue,mid,Bjergsen,Team SoloMid,Syndra,Mordekaiser,Yuumi,Aatrox,Jarvan IV,Gragas,1940,1,1,1,2,8,1,0,0,0,0,0,0,0,0,0.2474,0.2784,10127,313.2062,0.232372,330.1546,159.8351,16,0.4948,6,0.1856,7,35,1.0825,12137,7904,244.4536,0.225823,10675,287,267,20,16,4,8.8763,3363,4785,96,3169,4581,83,194,204,13,5411,7765,153,5092,7823,143,319,-58,10
Spring,0,1,10.03,4,Blue,bot,Kobbe,Team SoloMid,Tristana,Mordekaiser,Yuumi,Aatrox,Jarvan IV,Gragas,1940,1,5,0,2,8,1,0,0,0,0,0,0,0,0,0.2474,0.2784,14788,457.3608,0.339322,187.7938,302.0412,11,0.3402,12,0.3711,6,47,1.4536,15365,11132,344.2887,0.318051,13000,343,327,16,9,3,10.6082,3541,3482,98,3429,3512,96,112,-30,2,5900,5810,148,5353,5987,150,547,-177,-2
