split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Spring,0,1,10.02,5,Blue,sup,Hakuho,Immortals,Braum,Lucian,Aatrox,Xayah,Yasuo,Zoe,2164,1,1,2,9,17,6,0,0,0,0,0,0,0,0,0.4713,0.6377,5798,160.7579,0.0710827,429.8706,604.8799,56,1.5527,14,0.3882,15,100,2.7726,8484,3794,105.1941,0.0898946,7175,36,36,0,0,0,0.9982,2032,2808,15,2111,2679,13,-79,129,2,3009,3449,17,3228,3548,25,-219,-99,-8
Spring,0,1,10.01,1,Blue,top,sOAZ,Immortals,Aatrox,Rumble,Elise,Braum,Camille,Tahm Kench,2312,0,0,3,2,8,21,0,0,0,0,0,0,0,0,0.2076,0.7526,9832,255.1557,0.238722,661.1419,722.1799,20,0.519,5,0.1298,7,34,0.8824,11469,6477,168.0882,0.189005,11400,276,254,22,14,0,7.1626,2984,4734,74,3253,4106,69,-269,628,5,4518,7128,113,5394,7319,134,-876,-191,-21
Spring,0,1,10.01,2,Blue,jng,Xmithie,Immortals,Trundle,Rumble,Elise,Braum,Camille,Tahm Kench,2312,0,0,7,5,8,21,0,0,0,0,1,0,1,0,0.2076,0.7526,3231,83.8495,0.078449,928.0796,784.4118,8,0.2076,12,0.3114,8,51,1.3235,9595,4603,119.455,0.134319,8720,158,22,136,108,2,4.1003,2806,2409,50,2982,3098,57,-176,-689,-7,4396,3838,76,4563,4648,86,-167,-810,-10
Spring,0,1,10.01,3,Blue,mid,Eika,Immortals,Lucian,Rumble,Elise,Braum,Camille,Tahm Kench,2312,0,4,5,1,8,21,0,0,0,0,1,1,0,0,0.2076,0.7526,12656,328.4429,0.307289,530.346,263.019,18,0.4671,9,0.2336,6,46,1.1938,14932,9940,257.9585,0.290059,15200,339,315,24,24,0,8.7976,3864,4615,90,2732,3736,66,1132,879,24,5759,7364,144,4942,6715,131,817,649,13
Spring,0,1,10.01,4,Blue,bot,Altec,Immortals,Cassiopeia,Rumble,Elise,Braum,Camille,Tahm Kench,2312,0,4,3,3,8,21,0,0,0,0,1,0,1,0,0.2076,0.7526,10614,275.4498,0.257709,576.41,314.6626,19,0.4931,10,0.2595,7,52,1.3495,15282,10290,267.0415,0.300273,14575,324,305,19,16,2,8.4083,3368,3090,76,3177,3511,76,191,-421,0,5342,4803,113,4379,5601,108,963,-798,5
Spring,0,1,10.01,5,Blue,sup,Hakuho,Immortals,Thresh,Rumble,Elise,Braum,Camille,Tahm Kench,2312,0,0,3,6,8,21,0,0,0,0,1,0,1,0,0.2076,0.7526,4853,125.9429,0.117831,316.6869,260.7093,53,1.3754,19,0.4931,19,111,2.8806,7951,2959,76.7907,0.0863449,7655,41,41,0,0,0,1.064,2107,2062,11,2440,2512,16,-333,-450,-5,3500,3003,18,3270,3017,18,230,-14,0
Spring,0,1,10.01,6,Red,top,sOAZ,Immortals,Aatrox,Akali,Qiyana,Lucian,Olaf,Camille,3680,1,2,2,3,9,9,0,0,0,0,0,0,0,0,0.1467,0.2935,16721,272.625,0.131986,683.1196,648.7174,39,0.6359,25,0.4076,16,108,1.7609,20772,12989,211.7772,0.225335,19900,369,352,17,1,1,6.0163,2958,4704,72,3063,4801,76,-105,-97,-4,4563,6977,114,4660,7010,113,-97,-33,1
Spring,0,1,10.01,7,Red,jng,Xmithie,Immortals,Elise,Akali,Qiyana,Lucian,Olaf,Camille,3680,1,2,3,3,9,9,0,0,0,0,0,0,0,1,0.1467,0.2935,18206,296.837,0.143707,551.8696,299.7065,67,1.0924,23,0.375,19,136,2.2174,17188,9405,153.3424,0.16316,15075,254,58,196,126,19,4.1413,2724,2467,48,2732,2483,53,-8,-16,-5,3958,4176,77,4528,3972,79,-570,204,-2
Spring,0,1,10.01,8,Red,mid,Eika,Immortals,Zoe,Akali,Qiyana,Lucian,Olaf,Camille,3680,1,1,1,2,9,9,0,0,0,0,0,0,0,0,0.1467,0.2935,31693,516.7337,0.250166,377.6413,228.4728,26,0.4239,8,0.1304,8,74,1.2065,20249,12466,203.25,0.216262,18200,410,382,28,28,0,6.6848,3145,4416,82,3143,4432,86,2,-16,-4,4881,7012,132,5005,7022,136,-124,-10,-4
Spring,0,1,10.01,9,Red,bot,Altec,Immortals,Ezreal,Akali,Qiyana,Lucian,Olaf,Camille,3680,1,4,0,2,9,9,0,0,0,0,0,0,0,0,0.1467,0.2935,49118,800.837,0.387708,378.2446,610.7609,26,0.4239,24,0.3913,5,69,1.125,24942,17159,279.7663,0.297675,23668,556,487,69,42,10,9.0652,3076,2820,76,3357,3002,91,-281,-182,-15,4710,4422,121,6362,5360,147,-1652,-938,-26
Spring,0,1,10.01,10,Red,sup,Hakuho,Immortals,Braum,Akali,Qiyana,Lucian,Olaf,Camille,3680,1,0,3,8,9,9,0,0,0,0,0,0,0,0,0.1467,0.2935,10950,178.5326,0.0864328,555.3913,744.0163,108,1.7609,22,0.3587,29,191,3.1141,13407,5624,91.6957,0.0975678,11650,43,43,0,0,0,0.7011,2101,2279,12,2113,2883,14,-12,-604,-2,3188,3700,21,3610,3877,21,-422,-177,0
Spring,0,1,10.02,6,Red,top,sOAZ,Immortals,Karma,Akali,Braum,Rumble,Ornn,Aatrox,1788,0,1,5,0,3,15,0,0,0,0,0,0,0,0,0.1007,0.604,7700,258.3893,0.292809,517.0134,359.7651,13,0.4362,2,0.0671,4,22,0.7383,8379,4456,149.5302,0.188933,7200,196,196,0,0,0,6.5772,2804,4130,71,3475,4813,85,-671,-683,-14,4086,6215,103,5530,7725,132,-1444,-1510,-29
Spring,0,1,10.02,7,Red,jng,Xmithie,Immortals,Gragas,Akali,Braum,Rumble,Ornn,Aatrox,1788,0,1,1,1,3,15,0,0,0,0,0,0,0,0,0.1007,0.604,3272,109.7987,0.124425,630.4027,402.3154,24,0.8054,17,0.5705,8,64,2.1477,8352,4429,148.6242,0.187789,8350,155,49,106,79,4,5.2013,2727,2539,52,2835,2742,57,-108,-203,-5,4094,4040,82,5048,4566,92,-954,-526,-10
